index|titulo|url|mensaje|fecha|m_parsed|chat_gpt_answer|class|año_mes|año
4443|U. Chile habilita compra de certificados de títulos y grados por internet|detalle?id=12661|"Más información AQUÍ

"|2016-08-08 11:21:08|Más información AQUÍ|No, no se puede detectar sesgo de género en el texto indicado.|0.0|2016_8|2016
2925|Semana Mechona Cancelada|detalle?id=25036|"Estimada comunidad,

Les comunicamos que la Semana Mechona fue cancelada por la FECH, por lo que los mechones tendrán clases en horario normal. Lamentamos enviarles esta información con tan poca antelación, pero esta organización no depende de la Escuela ni de la Facultad

Agradecemos su comprensión.

Escuela de Ingeniería y Ciencias"|2019-03-15 17:36:15|Estimada comunidad,   Les comunicamos que la Semana Mechona fue cancelada por la FECH, por lo que los mechones tendrán clases en horario normal. Lamentamos enviarles esta información con tan poca antelación, pero esta organización no depende de la Escuela ni de la Facultad   Agradecemos su comprensión.   Escuela de Ingeniería y Ciencias|No hay sesgo de género en este texto.|0.0|2019_3|2019
4075|Postulaciones Beihang Summer School 2017|detalle?id=15503|"Estimad@s estudiantes,

Informamos que para quienes están interesad@s en postular al programa Beihang Summer School, se recibirán las solicitudes de certificados en inglés al correo dirvex@fcfm.uchile.cl hasta las 23:59 hrs del miércoles 5 de abril. 

Pasado este plazo no se recibirán más solicitudes. 

Atte.

Dirección de Vinculación Externa"|2017-04-05 16:01:05|Estimad@s estudiantes,   Informamos que para quienes están interesad@s en postular al programa Beihang Summer School, se recibirán las solicitudes de certificados en inglés al correo dirvex@fcfm.uchile.cl hasta las 23:59 hrs del miércoles 5 de abril.    Pasado este plazo no se recibirán más solicitudes.    Atte.   Dirección de Vinculación Externa|No se puede detectar sesgo de género en el texto.|0.0|2017_4|2017
3693|Semestre de Verano 2017/3|detalle?id=18667|"Fechas importantes

Inscripción académica 					lunes 04 a jueves 07/12 
ucampus.uchile.cl , Inscripción académica  --> Inscripción Semestre de Verano 

Inicio de clases						lunes 11/12

Modificación de la Inscripción					lunes 11 a viernes 15 /12

Publicación cursos que no se dictan 				viernes 15 /12

Pago de arancel						lunes 18 a jueves 21/12

 Todos los estudiantes que durante el año tienen beneficios entregados por la Universidad de Chile, crédito universitario y Gratuidad no tienen cobertura durante el Semestre de Verano, por lo que la Escuela cubre el arancel correspondiente, equivalente al beneficio que el estudiante posea.

 Los estudiantes podrán verificar el monto total a pagar en el módulo Semestre de Verano en Ucampus. El monto cubierto por la Escuela aparecerá como porcentaje de descuento.

 Se ELIMINARÁ la inscripción de todos los alumnos que no formalicen este 
proceso. Incluso si están exentos de pago de arancel.

Eliminación de cursos	                                                                                viernes 22 a lunes 27/12
                Sin devolución de arancel

Último día de clases                                                                                    martes 23 /01

Período de Exámenes                                               jueves 22 al sábado 24 /01

Para detalles del proceso, revisar:
Instructivo_Verano_2017_alumnos.pdf (131,0 kb)


Atte, 
Subdirección de Gestión Docente - SGD"|2017-11-24 12:30:24|Fechas importantes  Inscripción académica 					lunes 04 a jueves 07/12  ucampus.uchile.cl , Inscripción académica  --> Inscripción Semestre de Verano   Inicio de clases						lunes 11/12   Modificación de la Inscripción					lunes 11 a viernes 15 /12   Publicación cursos que no se dictan 				viernes 15 /12  Pago de arancel						lunes 18 a jueves 21/12   Todos los estudiantes que durante el año tienen beneficios entregados por la Universidad de Chile, crédito universitario y Gratuidad no tienen cobertura durante el Semestre de Verano, por lo que la Escuela cubre el arancel correspondiente, equivalente al beneficio que el estudiante posea.   Los estudiantes podrán verificar el monto total a pagar en el módulo Semestre de Verano en Ucampus. El monto cubierto por la Escuela aparecerá como porcentaje de descuento.   Se ELIMINARÁ la inscripción de todos los alumnos que no formalicen este   proceso. Incluso si están exentos de pago de arancel.  Eliminación de cursos	                                                                                viernes 22 a lunes 27/12                  Sin devolución de arancel  Último día de clases                                                                                    martes 23 /01   Período de Exámenes                                               jueves 22 al sábado 24 /01   Para detalles del proceso, revisar: Instructivo_Verano_2017_alumnos.pdf (131,0 kb)    Atte,   Subdirección de Gestión Docente - SGD|No hay sesgo de género en el texto.|0.0|2017_11|2017
3886|REBAJA DE ARANCEL 50%|detalle?id=17099|"Se informa a los estudiantes que deban cursar sólo UNA asignatura de su plan de estudio de pregrado (con excepción de los alumnos que inscriban únicamente los cursos Trabajo de Título o Trabajo de Memoria de Título) y que deseen acogerse a la rebaja del 50% del valor del arancel a cancelar en el Semestre Primavera 2017, que podrán solicitar esta rebaja en Atención de Alumnos, primer piso Torre Central. 
Este beneficio solo se puede usar una sola vez durante toda la permanencia y realización de los estudios.

PLAZO: desde hoy lunes 07 al miércoles 16 de agosto 2017.

Atte.
Secretaría de Estudios"|2017-08-07 10:02:07|Se informa a los estudiantes que deban cursar sólo UNA asignatura de su plan de estudio de pregrado (con excepción de los alumnos que inscriban únicamente los cursos Trabajo de Título o Trabajo de Memoria de Título) y que deseen acogerse a la rebaja del 50% del valor del arancel a cancelar en el Semestre Primavera 2017, que podrán solicitar esta rebaja en Atención de Alumnos, primer piso Torre Central.   Este beneficio solo se puede usar una sola vez durante toda la permanencia y realización de los estudios.   PLAZO: desde hoy lunes 07 al miércoles 16 de agosto 2017.   Atte.  Secretaría de Estudios|No se detecta sesgo de género en el texto.|0.0|2017_8|2017
1653|"HOY - Conversatorio: ""Eligiendo especialidad en la FCFM"" - MATEMÁTICA"|detalle?id=34994|"Para finalizar la semana les dejamos invitado/as hoy a las 19:30 hrs. al conversatorio: ""Eligiendo especialidad en la FCFM"". En esta ocasión con acompañará el Departamento de Ingeniería Matemática.

Para participar solo debes inscribirte a través de este formulario en Ucampus y nosotros te enviaremos el link antes de la sesión al mail que nos dejes registrado.

Te esperamos!!
"|2020-10-16 13:07:16|"Para finalizar la semana les dejamos invitado/as hoy a las 19:30 hrs. al conversatorio: ""Eligiendo especialidad en la FCFM"". En esta ocasión con acompañará el Departamento de Ingeniería Matemática.   Para participar solo debes inscribirte a través de este formulario en Ucampus y nosotros te enviaremos el link antes de la sesión al mail que nos dejes registrado.   Te esperamos!!"|"Sí, se puede detectar sesgo de género en el texto, ya que se utiliza una barra inclinada para incluir tanto la forma femenina como masculina de la palabra ""invitado/a"", lo que indica que hay una preocupación por la inclusión de ambos géneros. Sin embargo, se utiliza una sola forma de tratamiento para referirse a los participantes del conversatorio, ""te esperamos"", lo que podría ser considerado como un sesgo en contra de las mujeres y otras identidades de género. Además, el uso de la palabra ""acompañará"" podría ser considerado como un sesgo de género, ya que normalmente los departamentos académicos y las personas se describen en términos masculinos. Sería más apropiado utilizar un lenguaje inclusivo de género para asegurar la igualdad de oportunidades para todas las personas."|1.0|2020_10|2020
6183|Beca McDonnell International Scholars Academy|detalle?id=5363|"La McDonnell Academy tiene por objeto promover el intercambio cultural y fortalecer las relaciones entre Washington University y 27 universidades asociadas de Australia, Chile, Brasil, Holanda, Hungría, China, Corea del Sur, Japón, India, Indonesia, Taiwán, Singapur, Vietnam, Turquía e Israel. La lista completa de universidades se encuentra en este link: mcdonnell.wustl.edu/partners/

La beca McDonnell Academy tiene por objeto atraer estudiantes talentosos e integrarlos a la comunidad universitaria de Washington University. Al mismo tiempo, la beca busca entregarles una experiencia que les permita familiarizarse con aspectos culturales, políticos y económicos de relevancia global así como generar vínculos con un grupo multidisciplinario de profesionales de todo el mundo. El sitio web de la McDonnell Academy es mcdonnell.wustl.edu/

Ésta se encuentra dirigido a estudiantes egresados de la Universidadde Chile que se encuentren interesados en postular a algún programa de postgrado (preferentemente doctorado) en la Washington University in St. Louis. En general, la beca está orientada a estudiantes egresados de las 27 universidades asociadas a la McDonnell Academy, siendo la Universidad de Chile la única universidad chilena que participa de este programa.

Toda la información en: www.uchile.cl/ ... nal-scholars-academy

Isabel Amor 
Coordinadora de RRII"|2012-11-28 17:12:28|La McDonnell Academy tiene por objeto promover el intercambio cultural y fortalecer las relaciones entre Washington University y 27 universidades asociadas de Australia, Chile, Brasil, Holanda, Hungría, China, Corea del Sur, Japón, India, Indonesia, Taiwán, Singapur, Vietnam, Turquía e Israel. La lista completa de universidades se encuentra en este link: mcdonnell.wustl.edu/partners/   La beca McDonnell Academy tiene por objeto atraer estudiantes talentosos e integrarlos a la comunidad universitaria de Washington University. Al mismo tiempo, la beca busca entregarles una experiencia que les permita familiarizarse con aspectos culturales, políticos y económicos de relevancia global así como generar vínculos con un grupo multidisciplinario de profesionales de todo el mundo. El sitio web de la McDonnell Academy es mcdonnell.wustl.edu/   Ésta se encuentra dirigido a estudiantes egresados de la Universidadde Chile que se encuentren interesados en postular a algún programa de postgrado (preferentemente doctorado) en la Washington University in St. Louis. En general, la beca está orientada a estudiantes egresados de las 27 universidades asociadas a la McDonnell Academy, siendo la Universidad de Chile la única universidad chilena que participa de este programa.   Toda la información en: www.uchile.cl/ ... nal-scholars-academy   Isabel Amor   Coordinadora de RRII|"Sí, se puede detectar sesgo de género en el siguiente texto. No se menciona la diversidad de género en ninguna parte del texto y solo se hace referencia a ""estudiantes talentosos"" sin incluir ningún otro tipo de calificador o término inclusivo que contemple la posibilidad de que pueda haber estudiantes de distintos géneros."|1.0|2012_11|2012
6182|Se agrega MA3701 a oferta de Semestre de Verano 2012|detalle?id=5364|"MA3701 	
OPTIMIZACIÓN
Profesor : Jaime González
(mínimo de 15 alumnos)
LU  10:30 a 13:00 
MA 10:30 a 13:00  
MI 14:30 a 17:00 
Auxiliar 
POR DEFINIR
escuela.ing.uchile.cl/ ... o/Cursos_Verano_2012"|2012-11-28 17:17:28|MA3701 	  OPTIMIZACIÓN  Profesor : Jaime González  (mínimo de 15 alumnos)  LU  10:30 a 13:00   MA 10:30 a 13:00    MI 14:30 a 17:00   Auxiliar   POR DEFINIR escuela.ing.uchile.cl/ ... o/Cursos_Verano_2012|No se puede detectar sesgo de género en este texto.|0.0|2012_11|2012
930|Este jueves comienza la 4ta Reciclatón e-Waste FCFM|detalle?id=48329|Estimada comunidad FCFM:Junto con saludarles, les recordamos que desde el jueves 18 al sábado 20 de noviembre se realizará la cuarta versión de la Reciclatón e-Waste FCFM - 2021, organizada por la Oficina de Ingeniería para la Sustentabilidad. Desde las 10:00 a las 17:00 hrs. se recibirán los aparatos electrónicos en el Hall Sur del Edificio Escuela.En este evento, además de recibir los equipos pertenecientes a las unidades administrativas de las distintas facultades, se espera recibir artículos computacionales pertenecientes a los hogares de los miembros de la comunidad.Más información, AQUÍ|2021-11-16 10:28:16|Estimada comunidad FCFM:Junto con saludarles, les recordamos que desde el jueves 18 al sábado 20 de noviembre se realizará la cuarta versión de la Reciclatón e-Waste FCFM - 2021, organizada por la Oficina de Ingeniería para la Sustentabilidad. Desde las 10:00 a las 17:00 hrs. se recibirán los aparatos electrónicos en el Hall Sur del Edificio Escuela.En este evento, además de recibir los equipos pertenecientes a las unidades administrativas de las distintas facultades, se espera recibir artículos computacionales pertenecientes a los hogares de los miembros de la comunidad.Más información, AQUÍ|No se detecta sesgo de género en el texto.|0.0|2021_11|2021
4885|"Desde hoy semana de la cultura ""Sabor Latino"""|detalle?id=9565|"Estimada comunidad:
Durante estos días se estará realizando una nueva versión de la ya conocida Semana de la Cultura ""Sabor Latino"", donde nuestra comunidad se reúne entorno a diversas actividades relacionadas con la expresión artística y del trabajo de los distintos grupos organizados relacionados con el ámbito cultural en la Facultad. 

Este año, en un homenaje a los grandes escritores fallecidos de nuestra Latinoamérica: Pedro Lemebel, Gabriel García Márquez y Eduardo Galeano, nace la iniciativa de enmarcar esta Semana de la Cultura bajo la temática: Cultura e Identidad Latinoamericana con el objetivo de descubrir juntos el significado de ser latinoamericano y qué es lo que nos une.

A continuación el programa de esta semana:

Lunes 28 de sep:
- 13:30 Acto Inaugural ""Latinoamerica Unida""
- 18:00 Café Literario ""Población Originaria de América Latina y su Relación con la Literatura Actual""

Martes 29 sep:
- 13:30 Ciclo de Diálogos ""Fútbol e Identidad Latinoamericana""  en Auditorio Enrique dEtigny
- 13:30 Taller de Canto ""La voz de Latinoamérica"" por Coro Ingeniería en zócalo del hall sur
- 18:00 Obra de teatro ""Los perros de la Constitución compañía La Temporera"" en zócalo hall sur

Miércoles 30 sep:
- 12:00 Charla Muralismo + Pintatón de Panel en patio central
- 12:00 Taller de Teatro ""¡Descubre el actor que llevas dentro!"" por Grupo Teatro FCFM en zócalo hall sur
- 18:00 Taller de Cine Latinoamérica bajo la mirada de Hollywood y Europa Sala G306

Jueves 01 oct:
- 12:00 Liberación de libros ¡Trae tu libro y lleva dos! (Patio Central)
- 13:30 Ciclo de Diálogos ""Femineidades y Masculinidades en Latinoamérica"" en Auditorio Enrique dEtigny
- 18:00 Ciclo de Cine Latinoamericano Relatos Salvajes en Auditorio Gorbea

Viernes 02 oct:
- 13:30 Actividad de cierre sorpresa Cancha Central
- 18:00 Peña Latinoamerica Cancha Central

¡Quedan todos invitados!

"|2015-09-28 09:21:28|"Estimada comunidad:  Durante estos días se estará realizando una nueva versión de la ya conocida Semana de la Cultura ""Sabor Latino"", donde nuestra comunidad se reúne entorno a diversas actividades relacionadas con la expresión artística y del trabajo de los distintos grupos organizados relacionados con el ámbito cultural en la Facultad.    Este año, en un homenaje a los grandes escritores fallecidos de nuestra Latinoamérica: Pedro Lemebel, Gabriel García Márquez y Eduardo Galeano, nace la iniciativa de enmarcar esta Semana de la Cultura bajo la temática: Cultura e Identidad Latinoamericana con el objetivo de descubrir juntos el significado de ser latinoamericano y qué es lo que nos une.   A continuación el programa de esta semana:   Lunes 28 de sep:  - 13:30 Acto Inaugural ""Latinoamerica Unida""  - 18:00 Café Literario ""Población Originaria de América Latina y su Relación con la Literatura Actual""   Martes 29 sep:  - 13:30 Ciclo de Diálogos ""Fútbol e Identidad Latinoamericana""  en Auditorio Enrique dEtigny  - 13:30 Taller de Canto ""La voz de Latinoamérica"" por Coro Ingeniería en zócalo del hall sur  - 18:00 Obra de teatro ""Los perros de la Constitución compañía La Temporera"" en zócalo hall sur   Miércoles 30 sep:  - 12:00 Charla Muralismo + Pintatón de Panel en patio central  - 12:00 Taller de Teatro ""¡Descubre el actor que llevas dentro!"" por Grupo Teatro FCFM en zócalo hall sur  - 18:00 Taller de Cine Latinoamérica bajo la mirada de Hollywood y Europa Sala G306   Jueves 01 oct:  - 12:00 Liberación de libros ¡Trae tu libro y lleva dos! (Patio Central)  - 13:30 Ciclo de Diálogos ""Femineidades y Masculinidades en Latinoamérica"" en Auditorio Enrique dEtigny  - 18:00 Ciclo de Cine Latinoamericano Relatos Salvajes en Auditorio Gorbea   Viernes 02 oct:  - 13:30 Actividad de cierre sorpresa Cancha Central  - 18:00 Peña Latinoamerica Cancha Central   ¡Quedan todos invitados!"|No se detecta sesgo de género en el texto.|0.0|2015_9|2015
1873|Mañana en la FCFM (en línea) - viernes 10 de julio|detalle?id=33090|"MESA:
""Los datos de la pandemia: ética, política y academia"", con Jocelyn Simmonds (DCC)  y Álvaro Quezada (Ethics).
Hora: 17:30 hrs.
Plataforma: Facebook Live. Ver más.

CHARLA:
Dr. En Línea COVID-19, con Enzo Sáez.
Hora: 19:00 hrs.
Plataforma: Facebook. Ver más.

Ver agenda AQUÍ."|2020-07-09 17:07:09|"MESA:  ""Los datos de la pandemia: ética, política y academia"", con Jocelyn Simmonds (DCC)  y Álvaro Quezada (Ethics).  Hora: 17:30 hrs.  Plataforma: Facebook Live. Ver más.   CHARLA:  Dr. En Línea COVID-19, con Enzo Sáez.  Hora: 19:00 hrs.  Plataforma: Facebook. Ver más.   Ver agenda AQUÍ."|No se detecta sesgo de género en el texto.|0.0|2020_7|2020
6131|Concurso Otoño 2013, Profesor Auxiliar, Dp. Física|detalle?id=5541|"Ver Link:

Concurso_Otono_2013-2.pdf (62,0 kb)"|2013-01-30 10:34:30|Ver Link:  Concurso_Otono_2013-2.pdf (62,0 kb)|No, no hay sesgo de género en el texto proporcionado. Es simplemente un enlace para descargar un archivo en formato PDF.|0.0|2013_1|2013
8337|Proceso Eliminación Especial Primavera 2008|detalle?id=470|"1.	Fecha de realización: 28-31/10 del 2008. El proceso cierra el viernes 31 a las 17:00 horas. 
2.	Dirección Web: www.u-campus.cl -> Workflow-> Elimina
3.	Se recuerdan las normas vigentes desde el Semestre 99/2:

a) Se podrá anular una sola vez la inscripción en una determinada asignatura, siempre que el alumno no la haya reprobado previamente.

b) No se podrá anular la inscripción de asignaturas del Primer Año del Plan de Estudios ni del curso final de titulación, sea éste XX 69F Trabajo de Título o XX69H Trabajo de Memoria de Título. Tampoco se puede eliminar aquellos cursos que se estén realizando con IAE.

c) Cada estudiante dispondrá, a lo largo de sus estudios, de un máximo de tres Elimina Especiales en asignaturas que no formen parte del Plan Común . Esta normativa comenzó a regir a partir del semestre 99/2, lo que implica que la suma de Eliminas Especiales es a partir de ese semestre (incluido). 

Los cursos obligatorios de Primer Año no pueden ser eliminados en forma especial.

Dentro de los cursos de Plan Común están los cursos EHs, FGs y los enumerados en lista mas abajo. Cada código puede ser eliminado en forma especial una sola vez, siempre que el curso no haya sido reprobado previamente. Cursos con el mismo codigo, pero distinto tema son iguales para efectos de la eliminación. Los cursos DR no se consideran de Plan Común, por lo tanto, con su eliminación ocuparía una de las tres opciones disponibles.

4.	Solicitud de Elimina Especial Extraordinaria.

Los alumnos que deseen eliminar cursos excediendo el límite de tres cursos que no son de Plan Común, deberán presentar una solicitud en el Zocalo de la torre central, atención de alumnos.
El plazo de recepción de estas solicitudes será del 28 al 30 de octubre.
Se recuerda que se aplican a estas solicitudes, las restricciones acordadas por el Consejo de Escuela. 

5.	Finalmente, se recuerda que los alumnos pueden ver su solicitud al revisar sus tareas resueltas en el mismo sistema.

Listado de cursos pertenecientes a plan común, para ambos planes de estudios


Secretaria de Estudios

SANTIAGO, octubre de 2008."|2008-10-30 17:16:30|1.	Fecha de realización: 28-31/10 del 2008. El proceso cierra el viernes 31 a las 17:00 horas.   2.	Dirección Web: www.u-campus.cl -> Workflow-> Elimina  3.	Se recuerdan las normas vigentes desde el Semestre 99/2:   a) Se podrá anular una sola vez la inscripción en una determinada asignatura, siempre que el alumno no la haya reprobado previamente.   b) No se podrá anular la inscripción de asignaturas del Primer Año del Plan de Estudios ni del curso final de titulación, sea éste XX 69F Trabajo de Título o XX69H Trabajo de Memoria de Título. Tampoco se puede eliminar aquellos cursos que se estén realizando con IAE.   c) Cada estudiante dispondrá, a lo largo de sus estudios, de un máximo de tres Elimina Especiales en asignaturas que no formen parte del Plan Común . Esta normativa comenzó a regir a partir del semestre 99/2, lo que implica que la suma de Eliminas Especiales es a partir de ese semestre (incluido).    Los cursos obligatorios de Primer Año no pueden ser eliminados en forma especial.   Dentro de los cursos de Plan Común están los cursos EHs, FGs y los enumerados en lista mas abajo. Cada código puede ser eliminado en forma especial una sola vez, siempre que el curso no haya sido reprobado previamente. Cursos con el mismo codigo, pero distinto tema son iguales para efectos de la eliminación. Los cursos DR no se consideran de Plan Común, por lo tanto, con su eliminación ocuparía una de las tres opciones disponibles.   4.	Solicitud de Elimina Especial Extraordinaria.   Los alumnos que deseen eliminar cursos excediendo el límite de tres cursos que no son de Plan Común, deberán presentar una solicitud en el Zocalo de la torre central, atención de alumnos.  El plazo de recepción de estas solicitudes será del 28 al 30 de octubre.  Se recuerda que se aplican a estas solicitudes, las restricciones acordadas por el Consejo de Escuela.    5.	Finalmente, se recuerda que los alumnos pueden ver su solicitud al revisar sus tareas resueltas en el mismo sistema.   Listado de cursos pertenecientes a plan común, para ambos planes de estudios    Secretaria de Estudios   SANTIAGO, octubre de 2008.|No se detecta sesgo de género en el texto.|0.0|2008_10|2008
7097|Charla: Manejo del Estrés y la Ansiedad|detalle?id=3093||2011-04-25 12:14:25||Lo siento, pero no puedo responder a esa pregunta sin tener contexto o el propio texto al que se refiere. Además, como modelo de lenguaje y programación de IA, no tengo la capacidad de juzgar o detectar sesgos de género sin seguir un proceso de aprendizaje específico y modelado de datos. Mi función es proporcionar respuestas útiles y precisas a las preguntas de los usuarios basadas en la información disponible.||2011_4|2011
3936|"oy 12:00 hrs. Foro científico: ""La travesía del SUCHAI: Desafíos y oportunidades"|detalle?id=16623|"Estimad@s beauchefian@s:
Les recordamos invitación al foro científico: ""La travesía del SUCHAI: Desafíos y oportunidades"", que realizaremos hoy miércoles a las 12:00 hrs. en el auditorio Enrique d'Etigny.
Panelistas: Prof. Francisco Brieva, Prof. Marcos Díaz, Álex Becerra y Carlos González.
Modera: Prof. Patricio Aceituno.
Transmisión en vivo: www.tv.uchile.cl
¡Les esperamos!
Atte.
"|2017-07-12 09:10:12|"Estimad@s beauchefian@s:  Les recordamos invitación al foro científico: ""La travesía del SUCHAI: Desafíos y oportunidades"", que realizaremos hoy miércoles a las 12:00 hrs. en el auditorio Enrique d'Etigny.  Panelistas: Prof. Francisco Brieva, Prof. Marcos Díaz, Álex Becerra y Carlos González.  Modera: Prof. Patricio Aceituno.  Transmisión en vivo: www.tv.uchile.cl  ¡Les esperamos!  Atte."|"En el texto no se identifica ningún sesgo de género ya que no se usan palabras que indiquen preferencias por un género u otro. Sin embargo, podría argumentarse que el uso del signo ""@"" en lugar de una forma neutra de saludo es un intento de incluir a todos los géneros, aunque este recurso no es universalmente aceptado y puede resultar confuso o poco práctico."|1.0|2017_7|2017
2654|Mañana en la FCFM - martes 25 de junio|detalle?id=26840|"CHARLA:
""La transformación digital ¿también debe ser digital?"", por Erick Jansson y Cristián Binimelis.
Hora: 15:00 hrs.
Lugar: Auditorio Enrique d' Etigny, Beauchef 851. Ver más.

SEMINARIO:
""This solar eclipse and others: science and spectacle"", por Jay Pasachoff (Williams College).
Hora: 16:00 hrs.
Lugar: Sala de seminarios Federico Ristenpart, DAS, Cerro Calán. Ver más.

Ver agenda AQUÍ."|2019-06-24 17:13:24|"CHARLA:  ""La transformación digital ¿también debe ser digital?"", por Erick Jansson y Cristián Binimelis.  Hora: 15:00 hrs.  Lugar: Auditorio Enrique d' Etigny, Beauchef 851. Ver más.   SEMINARIO:  ""This solar eclipse and others: science and spectacle"", por Jay Pasachoff (Williams College).  Hora: 16:00 hrs.  Lugar: Sala de seminarios Federico Ristenpart, DAS, Cerro Calán. Ver más.   Ver agenda AQUÍ."|No se detecta sesgo de género en el texto.|0.0|2019_6|2019
569|Ciclo de Charlas - OpenBeauchef|detalle?id=53753|"Estimada Comunidad,
Este miércoles en OpenBeauchef, centro de innovación y emprendimiento de la FCFM U.Chile, tendra la visita de Constanza Levicán, Premio Avonni a la Mujer Emprendedora 2021 por su Suncast, startup que aplica Inteligencia Artificial a las Energías Renovables.
  Conoce su experiencia y los desafíos que ha enfrentado para combatir el Calentamiento Global a partir de Suncast.
  Inscripciones: https://forms.gle/54QYRtHjXYmUx4qM7"|2022-04-26 11:16:26|Estimada Comunidad,  Este miércoles en OpenBeauchef, centro de innovación y emprendimiento de la FCFM U.Chile, tendra la visita de Constanza Levicán, Premio Avonni a la Mujer Emprendedora 2021 por su Suncast, startup que aplica Inteligencia Artificial a las Energías Renovables.    Conoce su experiencia y los desafíos que ha enfrentado para combatir el Calentamiento Global a partir de Suncast.    Inscripciones: https://forms.gle/54QYRtHjXYmUx4qM7|No se detecta sesgo de género en el texto.|0.0|2022_4|2022
1786|Invitación: Encuentro de la comunidad FCFM|detalle?id=33730|"Estimada comunidad FCFM:
Esperando que todas y todos estén bien, quiero invitarles a ser parte de un encuentro virtual como hito final de este semestre realizado en modalidad remota, el primero en toda la historia de nuestra facultad. Esta actividad se llevará a cabo el próximo miércoles 19 de agosto a las 12:00 hrs. y tiene por objetivo realizar un balance de lo que fueron estos meses en cada uno de los aspectos del quehacer de Beauchef, así como dialogar sobre los desafíos que se presentan para seguir adelante.

El encuentro se realizará mediante la plataforma Zoom y será transmitido a través de Youtube (haga clic aquí), donde recibiremos sus preguntas, comentarios y dudas, las cuales esperamos responder.

Nos vemos pronto.

Francisco Martínez Concha
Decano
FCFM-Universidad de Chile

"|2020-08-13 15:50:13|Estimada comunidad FCFM:  Esperando que todas y todos estén bien, quiero invitarles a ser parte de un encuentro virtual como hito final de este semestre realizado en modalidad remota, el primero en toda la historia de nuestra facultad. Esta actividad se llevará a cabo el próximo miércoles 19 de agosto a las 12:00 hrs. y tiene por objetivo realizar un balance de lo que fueron estos meses en cada uno de los aspectos del quehacer de Beauchef, así como dialogar sobre los desafíos que se presentan para seguir adelante.   El encuentro se realizará mediante la plataforma Zoom y será transmitido a través de Youtube (haga clic aquí), donde recibiremos sus preguntas, comentarios y dudas, las cuales esperamos responder.   Nos vemos pronto.   Francisco Martínez Concha  Decano  FCFM-Universidad de Chile|No se detecta sesgo de género en el texto.|0.0|2020_8|2020
1005|"EN MINUTOS: ""Celebrity nerd match"""|detalle?id=47130|"Beauchefian@s:A las 12:00 hrs. partiremos hacia nuestra primera escala de ""Un viaje por la ciencia y la ingeniería"", con ""Celebrity nerd match"".VER LA TRANSMISIÓN AQUÍContendientes: 

Bernardita Ried, desde Alemania, representará a Marie Curie. 
José Maza, desde Chile, abogará por Arquímedes. 

Comparte con familiares y amigas/os.Revisa todas las actividades de ""Un viaje por la ciencia y la ingeniería"" AQUÍ¡Les esperamos!Subdirección de ComunicacionesFCFM-U. de Chile"|2021-10-16 11:42:16|"Beauchefian@s:A las 12:00 hrs. partiremos hacia nuestra primera escala de ""Un viaje por la ciencia y la ingeniería"", con ""Celebrity nerd match"".VER LA TRANSMISIÓN AQUÍContendientes:   Bernardita Ried, desde Alemania, representará a Marie Curie.  José Maza, desde Chile, abogará por Arquímedes.   Comparte con familiares y amigas/os.Revisa todas las actividades de ""Un viaje por la ciencia y la ingeniería"" AQUÍ¡Les esperamos!Subdirección de ComunicacionesFCFM-U. de Chile"|"Sí, se puede detectar sesgo de género en el texto debido a que solo se menciona a una mujer como participante, mientras que se mencionan a dos hombres. Además, al decir ""amigas/os"" en lugar de ""amigos/as"" se está dando prioridad al género masculino en la palabra ""amigos""."|1.0|2021_10|2021
